title,H,(H),(Hd) ,А ,(А),Ad ,At ,Sex ,Obj ,Aobj ,Aat ,Food ,N ,Geo ,PI ,Arch ,Art ,Abs ,ВІ ,Ті,Cl
Губы украшены бриллиантовыми каплями.,,,1,,,,,,,,,,,,,,,,,,
Фигура облита яркими красками.,,,1,,,,,,,,,,,,,,,,,,
Рука тянется к свету из темноты.,,,1,,,,,,,,,,,,,,,,,,
Лицо отражает глубокую медитацию.,,,1,,,,,,,,,,,,,,,,,,
Рука поддерживает другую во время слез.,,,1,,,,,,,,,,,,,,,,,,
Сердце обвито паутиной запутанных мыслей.,,,,,,,1,,,,,,,,,,,,,,
Ноги бегут по зеленому полю.,,,1,,,,,,,,,,1,,,,,,,,
Спина прогибается под тяжестью груза.,,,1,,,,,,,,,,,,,,,,,,
Глаза скрыты за ресницами во время молитвы.,,,1,,,,,,,,,,,,,,,,,,
Губы прячут таинственную улыбку.,,,1,,,,,,,,,,,,,,,,,,
Фигура смотрит вдаль с вершины горы.,,,1,,,,,,,,,,1,,,,,,,,
Рука плетет корзину из лозы.,,,1,,,,,,1,,,,,,,,,,,,
Лицо покрыто каплями росы.,,,1,,,,,,,,,,,,,,,,,,
Рука касается лица в знак размышлений.,,,1,,,,,,,,,,,,,,,,,,
Сердце раскрыто в ожидании любви.,,,,,,,1,,,,,,,,,,,,,,
Ноги стоят на каменном берегу моря.,,,1,,,,,,,,,,1,,,,,,,,
Спина погружена в кресло во время чтения.,,,1,,,,,,1,,,,,,,,,,,,
Глаза погружены в книгу с волнующим сюжетом.,,,1,,,,,,1,,,,,,,,,,,,
Губы приоткрыты для поцелуя.,,,1,,,,,,,,,,,,,,,,,,
Фигура прыгает на батуте с радостью.,1,,,,,,,,1,,,,,,,,,,,,
Рука поднимается вверх в знак победы.,,,1,,,,,,,,,,,,,,,,,,
"Гепард бежит, разрывая тишину саванны.",,,,1,,,,,,,,,,,,,,,,,
"Медведь спит, свернувшись клубком в берлоге.",,,,1,,,,,,,,,,,,,,,,,
"Дельфин плывет, играя с волнами под солнцем.",,,,1,,,,,,,,,,,,,,,,,
"Сова летит, бесшумно скользя над ночным лесом.",,,,1,,,,,,,,,1,,,,,,,,
"Попугай сидит на ветке, переливаясь яркими красками.",,,,1,,,,,,,,,,,1,,,,,,
"Леопард притаился, внимательно следя за добычей.",,,,1,,,,,,,,,,,,,,,,,
"Журавль танцует, расправив крылья в утреннем тумане.",,,,1,,1,,,,,,,,,,,,,,,
"Лось идет по снегу, оставляя глубокие следы.",,,,1,,,,,,,,,,,,,,,,,
Тигр мягко ступает между деревьями джунглей.,,,,1,,,,,,,,,,,1,,,,,,
"Морж плывет, лениво покачиваясь среди льдин.",,,,1,,,,,,,,,,,,,,,,,
"Утёнок барахтается, неуверенно держась на воде.",,,,1,,,,,,,,,,,,,,,,,
"Ягуар растянулся на солнце, лениво щуря глаза.",,,,1,,1,,,,,,,,,,,,,,,
Козлёнок весело скачет по склону горы.,,,,1,,,,,,,,,1,,,,,,,,
"Лисёнок вылетает из норы, любопытно оглядывая мир.",,,,1,,,,,,,,,,,,,,,,,
Черепаха медленно скользит по коралловому рифу.,,,,1,,,,,,,,,,,,,,,,,
Белка ловко удерживает орешек в лапках.,,,,1,,,,,,,,,,,1,,,,,,
"Павлин танцует, распушив сверкающий хвост веером.",,,,1,,1,,,,,,,,,,,,,,,
Лебедь скользит по глади зеркального озера.,,,,1,,,,,,,,,,,,,,,,,
Караван верблюдов растворяется в песках пустыни.,,,,1,,,,,,,,,1,,,,,,,,
"Волк тихо крадётся, исчезая в тени сосен.",,,,1,,,,,,,,,1,,,,,,,,
Удав ползёт среди сухих листьев.,,,,1,,,,,,,,,,,1,,,,,,
Кенгуру прыгает через низкие кусты.,,,,1,,,,,,,,,,,1,,,,,,
"Слон идёт, покачивая своим могучим телом.",,,,1,,,,,,,,,,,,,,,,,
Орёл парит над горами с расправленными крыльями.,,,,1,,1,,,,,,,1,,,,,,,,
Ёж копошится в опавшей листве.,,,,1,,,,,,,,,,,1,,,,,,
Заяц скачет и быстро скрывается в высокой траве.,,,,1,,,,,,,,,,,1,,,,,,
"Барсук лежит на скале, уставший после долгого поиска пищи.",,,,1,,,,,,,,,1,,,,,,,,
"Лебедь плывёт, оставляя за собой серебристую дорожку на воде.",,,,1,,,,,,,,,,,,,,,,,
"Кот крадётся по крыше, плавно ступая.",,,,1,,,,,,,,,,,,1,,,,,
Выдра ныряет и скользит между речными камнями.,,,,1,,,,,,,,,,,,,,,,,
Котёнок мяукает и тянет лапку к бабочке.,,,,1,,1,,,,,,,,,,,,,,,
Коала идёт по ветке и лениво жуёт листья эвкалипта.,,,,1,,,,,,,,,,,1,,,,,,
Барс выбегает из кустов и готовится к прыжку.,,,,1,,,,,,,,,,,1,,,,,,
Жирафа плавно идёт по саванне и тянет шею к листьям акации.,,,,1,,1,,,,,,,1,,1,,,,,,
Воробей вспархивает и стремительно взмывает в небо.,,,,1,,,,,,,,,,,,,,,,,
Хамелеон ползёт по ветке и медленно меняет окраску.,,,,1,,,,,,,,,,,1,,,,,,
Песец сидит в снегу и внимательно принюхивается к ветру.,,,,1,,,,,,,,,,,,,,,,,
"Стайка стрижей летит, рассекая вечерний воздух.",,,,1,,,,,,,,,,,,,,,,,
Черепаха идёт по пляжу и оставляет глубокие следы в песке.,,,,1,,,,,,,,,,,,,,,,,
Дельфинёнок крутится в воде и весело бьёт хвостом.,,,,1,,1,,,,,,,,,,,,,,,
Пеликан ныряет за рыбой и шумно захлопывает клюв.,,,,1,,1,,,,,,,,,,,,,,,
"Лев спит в тени под деревом, раскинувшись на земле.",,,,1,,,,,,,,,,,1,,,,,,
"Цапля летит над рекой, вытянув длинные ноги назад.",,,,1,,1,,,,,,,1,,,,,,,,
"Ястреб охотится, стремительно пикируя с высоты.",,,,1,,,,,,,,,,,,,,,,,
Олень выбегает на лужайку и настороженно поднимает уши.,,,,1,,1,,,,,,,1,,,,,,,,
"Змея проползает мимо, почти сливаясь с песком.",,,,1,,,,,,,,,,,,,,,,,
"Грач перелетает через ручей, ловко махая крыльями.",,,,1,,1,,,,,,,,,,,,,,,
Кит плывёт и величественно вздымает фонтан воды.,,,,1,,,,,,,,,,,,,,,,,
Бурый медведь идёт вдоль берега и разыскивает рыбу.,,,,1,,,,,,,,,,,,,,,,,
Лемур замирает на мгновение и широко раскрывает глаза.,,,,1,,1,,,,,,,,,,,,,,,
Стриж скользит по ветру и стремительно ныряет к земле.,,,,1,,,,,,,,,,,,,,,,,
Сова кружит над полем в поисках добычи.,,,,1,,,,,,,,,1,,,,,,,,
"Леопард спит в траве, сливаясь с золотистым фоном.",,,,1,,,,,,,,,,,1,,,,,,
Белый заяц прыгает через пни и оставляет едва заметные следы.,,,,1,,,,,,,,,,,1,,,,,,
Колибри летает вокруг цветущего дерева и сверкает в лучах солнца.,,,,1,,,,,,,,,,,1,,,,,,
Белый медведь бродит по льдинам и оглядывает снежные просторы.,,,,1,,,,,,,,,,,,,,,,,
Косуля идёт вброд и осторожно ступает по холодной воде.,,,,1,,,,,,,,,,,,,,,,,
Щенок крутится на месте и пытается поймать свой хвост.,,,,1,,1,,,,,,,,,,,,,,,
Удав затаился в траве и готовится к броску.,,,,1,,,,,,,,,,,1,,,,,,
"Ленивец спит на ветке, крепко обхватив ствол.",,,,1,,,,,,,,,,,1,,,,,,
Кабан бродит по лесу и взрывает копытами землю.,,,,1,,1,,,,,,,1,,,,,,,,
Гриф парит в воздухе и описывает широкие круги.,,,,1,,,,,,,,,,,,,,,,,
Орангутан сидит в тени и задумчиво склоняет голову.,,,,1,,1,,,,,,,,,,,,,,,
Енот пробегает по опушке и ловко перепрыгивает через коряги.,,,,1,,,,,,,,,1,,,,,,,,
Буйвол лежит у воды и неспешно жуёт траву.,,,,1,,,,,,,,,,,1,,,,,,
Китёнок плывёт рядом с лодкой и играет в брызгах.,,,,1,,,,,1,,,,,,,,,,,,
Сурок выглядывает из норы и прислушивается к звукам.,,,,1,,,,,,,,,,,,,,,,,
Кролик мигом скрывается в траве и становится едва заметным.,,,,1,,,,,,,,,,,1,,,,,,
Шакал идёт по песчаным дюнам и вынюхивает следы.,,,,1,,,,,,,,,1,,,,,,,,
"Куропатка вылетает из-под куста, пугая резким взмахом крыльев.",,,,1,,1,,,,,,,,,1,,,,,,
Скат плывёт и медленно парит над морским дном.,,,,1,,,,,,,,,,,,,,,,,
Жеребёнок скачет по утреннему лугу и радостно фыркает.,,,,1,,,,,,,,,1,,,,,,,,
Морской котик скользит в воде и играет с водорослями.,,,,1,,,,,,,,,,,1,,,,,,
"Кугуар пробирается сквозь заросли, готовясь к броску.",,,,1,,,,,,,,,,,,,,,,,
Геккон притаился среди камней и зорко следит за насекомыми.,,,,1,,,,,,,,,,,,,,,,,
Козёл-альпинист прыгает с камня на камень.,,,,1,,,,,,,,,,,,,,,,,
Карась плывёт и скрывается в густых зарослях камыша.,,,,1,,,,,,,,,,,1,,,,,,
Лисица выбегает на тропу и резко останавливается от неожиданности.,,,,1,,,,,,,,,,,,,,,,,
Кондор парит в жарком воздухе с расправленными крыльями.,,,,1,,,,,,,,,,,,,,,,,
Волчонок лежит в траве и прижимается к земле в игре.,,,,1,,,,,,,,,,,1,,,,,,
"Нильская кобра идёт вдоль берега, плавно изгибая тело.",,,,1,,,,,,,,,,,,,,,,,
Птенец копошится в гнезде и требует еды.,,,,1,,,,,,,,,,,,,,,,,
Лемминг прыгает с кочки на кочку в тундре.,,,,1,,,,,,,,,,,,,,,,,
Летучая мышь летает в ночи и ловко маневрирует среди деревьев.,,,,1,,,,,,,,,,,1,,,,,,
"Беличонок взбегает на дерево, спасаясь от опасности.",,,,1,,,,,,,,,,,1,,,,,,
Каракал крадётся по высокой траве.,,,,1,,,,,,,,,,,1,,,,,,
Выдренок плывёт по течению и кувыркается в воде.,,,,1,,,,,,,,,,,,,,,,,
Стайка журавлей пролетает над головой и крикливо приветствует рассвет.,,,,1,,,,,,,,,1,,,,,,,,
Страус танцует под дождём и смешно размахивает крыльями.,,,,1,,1,,,,,,,,,,,,,,,
Медведь-шатун идёт через заснеженный лес.,,,,1,,,,,,,,,1,,,,,,,,
Морской лев сидит на камне и гордо поднимает голову.,,,,1,,1,,,,,,,,,,,,,,,
"Бегемот плывёт по мелководью, почти полностью погружённый в воду.",,,,1,,,,,,,,,,,,,,,,,
Щенок вскакивает на лапы и готовится к игре.,,,,1,,1,,,,,,,,,,,,,,,
Игуана скользит в траве и мерно покачивает хвостом.,,,,1,,1,,,,,,,,,1,,,,,,
Олень выглядывает из-за ствола и прислушивается к шороху.,,,,1,,,,,,,,,,,1,,,,,,
Стая волков идёт вдоль обрыва.,,,,1,,,,,,,,,1,,,,,,,,
Попугайная стая летает над джунглями.,,,,1,,,,,,,,,1,,,,,,,,
Песчаный варан спит под солнцем и вяло шевелит хвостом.,,,,1,,1,,,,,,,,,,,,,,,
"Бобр пробирается по густым зарослям, неся ветку.",,,,1,,,,,,,,,,,1,,,,,,
Леопард лежит на ветке и перекидывает лапы вниз.,,,,1,,1,,,,,,,,,1,,,,,,
Акула плывёт и тихо рассеивает косяк рыб.,,,,1,,,,,,,,,,,,,,,,,
Гиббон прыгает по веткам.,,,,1,,,,,,,,,,,1,,,,,,
Шакалёнок пробегает через поляну.,,,,1,,,,,,,,,1,,,,,,,,
Цапля идёт вдоль реки и осторожно ступает в воде.,,,,1,,,,,,,,,,,,,,,,,
Кенгурёнок подпрыгивает на месте.,,,,1,,,,,,,,,,,,,,,,,
Стая диких гусей летит через облака.,,,,1,,,,,,,,,,,,,,,,,1
